name,KO_0h_rep1_dupr_R,KO_0h_rep2_dupr_R,KO_0h_rep3_dupr_R,KO_24h_rep1_dupr_R,KO_24h_rep2_dupr_R,KO_24h_rep3_dupr_R,KO_48h_rep1_dupr_R,KO_48h_rep2_dupr_R,KO_48h_rep3_dupr_R,KO_6h_rep1_dupr_R,KO_6h_rep2_dupr_R,WT_0h_rep1_dupr_R,WT_0h_rep2_dupr_R,WT_0h_rep3_dupr_R,WT_24h_rep1_dupr_R,WT_24h_rep2_dupr_R,WT_24h_rep3_dupr_R,WT_48h_rep1_dupr_R,WT_48h_rep2_dupr_R,WT_48h_rep3_dupr_R,WT_6h_rep1_dupr_R,WT_6h_rep2_dupr_R,WT_6h_rep3_dupr_R
ENSMUSE00000914707,19,13,6,68,84,52,34,22,18,174,75,3,25,19,84,73,67,64,37,44,175,121,126
ENSMUSE00000914733,625,228,534,157,305,248,365,424,215,311,23,720,124,470,107,142,166,355,460,332,152,101,197
ENSMUSE00000914783,159,95,91,132,389,236,423,302,173,365,53,207,59,73,184,193,221,414,384,316,284,180,312
ENSMUSE00000915049,3,2,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,1,0,1,14,0,0
ENSMUSE00000915376,8,6,2,12,29,18,41,50,37,26,4,9,1,3,19,14,19,36,70,71,19,4,7
ENSMUSE00000915453,78,99,25,3,1,0,6,4,1,6,0,73,93,48,0,0,1,0,0,0,12,1,2
ENSMUSE00000915565,15,4,0,4,0,0,11,1,0,17,2,13,4,7,1,0,1,2,0,0,14,1,3
ENSMUSE00000915978,66,20,51,18,63,32,41,52,33,68,4,73,12,56,11,36,25,58,72,54,39,17,53
ENSMUSE00000927724,1184,804,724,187,392,288,333,361,241,706,113,1848,485,731,252,169,292,377,554,335,421,331,491
ENSMUSE00000928209,19,1,3,5,2,2,15,3,0,29,13,14,3,5,1,0,2,3,2,2,61,7,6
ENSMUSE00000928220,8,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,8,0,1
ENSMUSE00000928394,12,2,2,2,1,1,1,2,2,16,3,4,2,4,3,2,2,3,3,3,26,3,1
ENSMUSE00000928550,7,0,1,1,0,2,0,2,0,5,1,1,0,1,0,0,1,0,2,0,15,1,2
ENSMUSE00000928798,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6,0,1
ENSMUSE00000929481,17,5,3,2,2,1,10,3,0,30,6,11,2,2,3,1,0,9,2,0,57,4,3
ENSMUSE00000929542,7,0,0,3,0,0,6,0,0,6,2,5,0,0,0,0,0,1,0,0,4,0,0
ENSMUSE00000929742,187,356,184,244,420,334,207,185,173,316,114,162,332,171,274,248,222,270,261,243,326,246,393
ENSMUSE00000930712,10,11,4,2,9,19,14,5,15,20,4,6,10,4,6,20,16,5,13,16,35,24,28
ENSMUSE00000930806,266,155,110,97,104,114,208,176,71,127,17,349,81,131,63,34,76,131,162,121,52,31,39
ENSMUSE00000930809,35,23,40,21,51,22,18,51,45,48,12,27,17,51,13,20,11,20,56,41,38,11,26
ENSMUSE00000931074,11,0,1,0,1,1,6,0,0,9,3,7,1,3,2,0,0,0,0,0,19,3,1
ENSMUSE00000931586,7,2,1,1,0,6,1,4,1,3,1,6,2,2,3,2,5,1,1,6,4,3,5
ENSMUSE00000931979,45,12,48,8,35,44,15,25,12,37,4,37,23,43,26,19,16,27,17,23,31,42,38
ENSMUSE00000932072,3,1,0,1,1,1,3,5,0,3,2,8,0,2,1,2,0,5,8,3,7,0,0
ENSMUSE00000932373,55,56,10,249,492,421,123,149,58,1270,277,70,40,26,407,287,408,197,224,199,1289,877,1153
ENSMUSE00000932729,1191,1765,716,492,948,828,1449,1505,1309,1614,452,1228,1572,567,579,696,672,894,1146,1018,936,875,1154
ENSMUSE00000932945,32,8,6,1,7,4,13,7,2,7,0,62,5,14,2,2,4,11,9,7,2,1,0
ENSMUSE00000933059,13,2,1,2,1,0,2,2,0,4,3,3,1,3,0,0,0,3,1,0,26,1,0
ENSMUSE00000933510,6,5,3,14,58,54,31,44,23,111,4,10,7,3,24,46,47,56,52,58,121,19,95
ENSMUSE00000933523,0,4,0,4,1,2,1,1,1,5,2,5,0,0,1,2,6,3,1,0,11,1,1
ENSMUSE00000933715,793,280,186,371,599,465,1449,1112,505,893,67,1008,131,262,278,222,352,951,1082,856,456,306,435
ENSMUSE00000933916,3,1,0,0,0,0,0,0,0,6,1,4,2,2,1,0,1,1,0,0,4,0,1
ENSMUSE00000933936,13,0,2,3,1,0,9,0,0,15,3,12,1,0,0,0,0,1,1,0,20,1,2
ENSMUSE00000934587,154,128,123,49,104,95,125,129,72,107,28,208,51,113,40,55,70,101,94,81,76,40,101
ENSMUSE00000934714,9,1,2,1,1,1,10,9,1,6,0,2,1,5,1,2,2,2,8,5,1,1,2
ENSMUSE00000934867,45,13,53,14,10,8,48,33,55,5,2,34,48,25,2,4,5,13,9,15,3,2,1
ENSMUSE00000934947,1,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,12,0,0
ENSMUSE00000935007,4,5,0,1,6,2,4,2,1,13,1,10,5,2,2,1,2,0,0,1,10,11,13
ENSMUSE00000935279,5,4,6,22,24,16,8,7,6,20,3,11,3,2,28,30,9,15,20,27,19,7,7
ENSMUSE00000935363,23,5,2,4,2,2,12,0,1,40,7,17,2,3,1,1,0,7,3,2,43,5,4
ENSMUSE00000935367,4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,6,1,0
ENSMUSE00000935785,0,1,2,3,1,2,0,2,0,9,5,4,1,1,0,5,1,1,1,2,3,5,4
ENSMUSE00000935878,151,110,124,143,291,239,162,212,115,498,107,184,105,142,186,186,196,161,255,209,445,280,410
ENSMUSE00000936076,2,0,0,1,0,0,1,2,9,8,0,3,0,3,0,0,0,0,5,4,2,13,4
ENSMUSE00000936828,3,8,16,2,0,2,6,6,0,7,3,20,21,16,2,0,0,1,2,5,6,7,14
ENSMUSE00000936980,4,0,1,1,0,0,3,1,0,12,0,1,0,0,0,0,0,1,0,0,7,2,1
ENSMUSE00000937133,46,27,29,51,93,77,43,32,35,141,41,51,19,31,57,34,52,50,45,37,111,95,112
ENSMUSE00000937346,273,154,230,200,397,349,603,384,241,862,120,370,134,257,144,175,269,410,429,337,636,435,649
ENSMUSE00000937414,5,4,4,1,4,3,2,1,3,7,1,4,7,6,1,2,0,5,3,2,8,3,12
ENSMUSE00000937680,3,0,1,3,0,0,3,0,0,7,6,2,0,6,2,1,0,2,1,0,8,3,0
ENSMUSE00000937751,25,9,3,1,0,1,2,0,0,0,0,44,5,9,0,0,0,0,2,0,0,0,0
ENSMUSE00000937758,4,0,0,5,6,2,7,6,1,7,0,1,1,0,0,2,2,0,1,0,8,0,1
ENSMUSE00000938059,1,0,1,4,4,2,3,4,5,5,2,1,1,1,6,3,6,2,1,3,4,7,5
ENSMUSE00000938346,5,1,1,7,1,0,1,0,0,7,2,8,0,3,0,0,0,2,1,0,17,0,0
ENSMUSE00000938689,16,6,17,8,2,5,19,16,9,7,1,21,2,16,6,3,2,23,12,11,3,0,1
ENSMUSE00000938720,0,0,0,1,4,0,1,3,2,3,1,1,1,0,0,1,1,0,0,2,3,4,7
ENSMUSE00000939074,112,36,71,264,688,602,257,335,210,784,113,65,28,32,404,408,586,400,548,446,667,308,501
ENSMUSE00000939471,15,6,1,10,7,8,8,1,0,20,12,12,1,6,6,9,4,15,12,8,23,12,2
ENSMUSE00000939480,20,9,0,4,0,1,6,0,0,13,5,19,2,4,0,1,1,4,1,0,50,4,2
ENSMUSE00000939560,502,125,283,366,1562,823,703,1277,475,2221,335,757,99,338,631,888,955,983,2345,1279,1831,1214,2232
ENSMUSE00000939744,11,0,0,4,0,1,4,0,0,20,3,6,1,0,0,0,0,1,1,0,9,0,1
ENSMUSE00000939959,9,8,7,2,4,6,5,7,11,8,3,11,5,8,4,3,1,3,4,7,7,5,2
ENSMUSE00000939960,399,579,376,183,288,232,331,362,209,289,65,347,479,447,229,194,196,240,255,239,284,202,416
ENSMUSE00000940208,8,2,3,5,0,0,7,0,0,21,2,5,1,2,0,0,0,4,0,1,20,3,3
ENSMUSE00000940457,0,0,0,3,1,5,4,3,4,8,0,0,1,0,1,1,1,2,1,0,0,0,0
ENSMUSE00000940528,19,2,0,6,3,1,10,0,0,26,7,11,0,3,2,0,1,2,2,0,45,1,1
ENSMUSE00000940945,42,29,32,15,25,16,3,22,9,16,6,80,18,23,12,6,6,8,35,23,14,9,14
ENSMUSE00000941051,126,124,69,173,359,241,222,297,170,336,63,178,186,95,135,217,221,189,264,189,266,175,322
ENSMUSE00000941111,1,1,1,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,6,1,0
ENSMUSE00000941549,7,6,2,1,3,6,3,9,6,14,2,11,1,10,1,4,4,1,8,1,6,1,8
ENSMUSE00000941612,9,1,1,10,5,0,4,0,0,14,3,4,0,2,2,1,0,2,3,4,9,0,4
ENSMUSE00000941653,4,5,1,1,0,0,5,4,0,10,0,0,1,0,0,1,0,2,1,1,6,2,1
ENSMUSE00000941912,7,0,1,0,0,0,2,0,0,5,1,2,1,0,0,0,0,0,1,0,4,0,1
ENSMUSE00000942186,124,72,133,87,130,122,153,149,109,373,104,163,88,124,65,78,97,92,129,126,273,177,202
ENSMUSE00000942217,2,0,0,3,2,5,3,5,3,6,0,0,0,1,3,3,0,6,10,1,9,0,2
ENSMUSE00000942334,2,0,2,2,4,4,7,6,1,6,1,6,1,2,0,3,1,5,8,1,5,2,7
ENSMUSE00000942571,34,12,62,3,2,2,11,7,1,9,2,56,4,56,1,3,0,4,2,1,6,1,2
ENSMUSE00000943003,8,1,3,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0
ENSMUSE00000943108,16,4,7,0,4,0,3,3,0,20,1,5,1,1,2,1,4,0,1,2,10,2,7
ENSMUSE00000943193,2,2,2,1,5,0,3,2,1,3,4,7,1,4,3,0,3,1,2,4,8,1,1
ENSMUSE00000943755,4,3,3,3,0,0,3,2,1,6,0,18,2,1,0,0,0,1,1,2,7,2,2
ENSMUSE00000944028,5,1,2,4,14,22,0,4,7,12,6,7,2,2,6,12,2,6,12,13,6,10,15
ENSMUSE00000944216,448,231,166,4,3,13,80,70,68,39,2,757,250,227,0,0,1,2,0,0,8,6,5
ENSMUSE00000944483,16,9,1,3,5,2,1,4,1,2,0,13,9,6,2,5,1,1,3,5,2,0,1
ENSMUSE00000944541,49,45,41,24,52,30,34,30,24,60,16,50,51,34,31,35,27,25,32,36,68,31,76
ENSMUSE00000944592,10,16,6,7,27,16,18,27,21,19,1,22,9,15,17,10,7,8,15,10,9,6,16
ENSMUSE00000944858,8,7,8,8,5,3,6,4,7,3,0,13,0,4,3,4,5,6,8,4,6,2,4
ENSMUSE00000945201,7,3,4,2,0,0,5,0,2,0,0,9,3,5,1,0,2,0,2,3,3,0,0
ENSMUSE00000945503,2,0,2,5,7,5,0,7,11,4,0,1,0,0,7,1,5,2,5,5,3,2,4
ENSMUSE00000945555,4,3,5,1,4,1,5,4,2,3,1,7,5,3,7,2,2,4,8,4,2,2,2
ENSMUSE00000945562,20,8,12,3,5,7,13,5,4,17,5,27,13,12,8,5,9,10,11,7,16,7,4
ENSMUSE00000945796,2,1,1,0,6,3,2,4,4,3,0,2,1,1,0,1,0,2,3,5,2,1,4
ENSMUSE00000945823,9,11,6,8,10,7,4,9,5,8,3,21,9,6,4,3,2,5,10,3,4,3,9
ENSMUSE00000945892,18,9,18,5,11,8,9,6,10,13,3,21,4,12,6,5,10,8,5,4,12,8,12
ENSMUSE00000945933,4,10,2,3,5,5,5,6,2,11,3,4,3,5,4,5,8,12,4,8,8,2,11
ENSMUSE00000945958,11,16,2,2,5,4,8,10,5,9,2,15,9,8,1,2,4,14,10,7,2,4,8
ENSMUSE00000946139,20,1,6,5,10,8,7,11,3,22,1,25,2,3,7,5,8,3,12,9,12,5,13
ENSMUSE00000946163,5,1,5,1,2,5,3,3,1,2,1,2,0,4,1,3,0,1,0,6,1,0,2
ENSMUSE00000946500,0,0,0,6,0,1,3,0,0,4,0,1,0,0,0,0,0,1,0,0,3,1,0
ENSMUSE00000946798,15,0,0,3,1,0,1,0,0,6,3,6,0,0,0,0,0,0,0,0,28,1,0
ENSMUSE00000947207,0,5,1,6,1,1,1,1,0,4,0,0,0,0,0,0,1,0,1,1,2,1,0
ENSMUSE00000947267,36,37,41,44,85,64,44,47,26,142,29,74,26,35,52,48,41,70,95,55,81,85,105
ENSMUSE00000947731,35,6,24,3,11,10,21,17,11,12,3,49,12,30,5,11,7,11,15,15,11,10,6
ENSMUSE00000947919,53,6,2,12,4,1,17,3,0,47,16,21,4,12,2,5,4,3,1,3,90,9,5
ENSMUSE00000948207,3,2,1,3,6,2,1,3,3,4,0,4,2,2,1,3,7,4,4,0,7,8,1
ENSMUSE00000949074,7,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
ENSMUSE00000949108,14,1,1,9,1,1,6,0,1,16,2,11,2,4,2,1,1,2,1,1,32,6,4
ENSMUSE00000949233,12,2,3,6,0,1,14,3,2,24,4,15,0,8,2,1,0,4,10,2,35,2,4
ENSMUSE00000949976,3,1,1,1,1,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0
ENSMUSE00000950180,32,20,11,19,8,20,34,17,11,17,0,30,24,11,11,7,11,18,12,11,25,9,15
ENSMUSE00000950362,46,5,4,17,3,2,27,12,7,56,16,24,2,8,6,2,0,18,9,6,84,9,10
ENSMUSE00000950766,0,1,0,0,0,0,1,0,0,1,0,7,1,1,0,0,1,0,0,1,3,0,2
ENSMUSE00000950824,32,3,0,9,1,0,5,0,1,46,11,10,4,6,2,1,1,6,0,0,52,3,1
ENSMUSE00000951527,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,1
ENSMUSE00000952734,27,18,26,9,13,17,20,20,13,26,0,50,9,29,10,5,7,13,21,21,17,7,15
ENSMUSE00000952847,2,2,2,0,4,6,7,9,2,12,0,6,0,1,0,0,3,2,1,1,3,0,4
ENSMUSE00000953546,2,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,4,0,0
ENSMUSE00000953784,22,29,25,3,4,1,24,17,11,15,5,18,18,9,1,1,7,13,19,1,3,1,13
ENSMUSE00000954019,3,1,1,0,0,0,3,0,0,6,0,5,1,0,0,0,0,0,1,0,4,1,1
ENSMUSE00000954233,15,11,10,1,1,0,5,4,2,0,4,20,12,6,2,1,6,0,0,4,2,2,7
ENSMUSE00000955711,9,1,1,1,0,0,5,0,0,6,0,2,1,1,0,0,0,0,1,0,16,0,2
ENSMUSE00000955809,16,10,7,1,1,0,1,4,1,0,0,19,5,7,0,1,0,0,1,2,1,0,0
ENSMUSE00000955953,17,16,5,3,9,11,12,22,4,1,1,23,19,6,5,2,1,3,7,3,4,0,0
ENSMUSE00000956223,6,1,1,9,1,1,6,1,0,14,2,5,0,2,1,0,0,2,1,0,12,1,0
ENSMUSE00000956563,91,79,103,64,86,101,177,163,145,102,6,179,58,185,25,30,18,35,52,25,66,40,56
ENSMUSE00000956571,33,45,8,14,34,19,54,57,17,31,2,35,23,25,27,14,16,23,43,20,31,22,43
ENSMUSE00000956955,0,0,0,0,0,5,1,1,0,6,0,0,0,0,0,0,3,0,3,1,0,3,5
ENSMUSE00000957254,7,4,2,3,1,10,10,0,4,14,1,8,0,4,3,1,0,7,2,3,7,4,1
ENSMUSE00000957363,12,3,9,3,6,3,1,6,3,7,0,11,3,8,1,3,5,1,6,3,7,6,6
ENSMUSE00000957572,106,69,56,10,57,38,13,35,27,116,25,98,49,30,24,25,39,20,57,30,93,68,120
ENSMUSE00000957782,11,2,1,5,2,3,10,3,4,5,7,8,1,5,0,0,0,4,6,1,12,2,1
ENSMUSE00000957971,56,25,13,97,155,115,168,145,80,91,6,38,9,11,68,71,79,136,157,114,62,27,51
ENSMUSE00000959294,1,6,1,1,0,1,1,0,0,1,0,4,0,0,1,0,1,0,0,1,3,2,4
ENSMUSE00000959343,49,19,25,5,15,14,8,10,12,27,3,34,13,29,24,10,12,21,14,14,17,5,20
ENSMUSE00000959346,8,0,1,3,2,0,2,0,0,16,4,2,4,1,0,1,0,6,0,0,11,2,0
ENSMUSE00000959431,31,6,1,7,5,1,16,1,0,49,5,23,2,3,4,1,2,11,1,1,82,5,6
ENSMUSE00000959507,8,6,6,2,18,10,9,13,7,16,3,5,7,7,8,15,7,5,11,5,28,19,14
ENSMUSE00000959634,20,1,2,8,5,2,9,3,0,11,1,11,0,3,4,1,2,4,6,1,29,1,3
ENSMUSE00000960115,39,16,16,4,16,8,13,22,10,88,12,68,8,31,5,8,6,15,27,5,77,39,65
ENSMUSE00000960849,17,1,0,6,0,0,13,0,1,18,5,13,3,3,0,1,0,5,0,0,24,4,3
ENSMUSE00000960874,80,110,96,37,56,48,45,29,42,121,16,160,109,95,47,27,44,38,56,35,102,95,89
ENSMUSE00000961351,6,3,4,1,1,3,3,4,0,4,0,3,1,1,1,0,1,2,2,1,7,0,8
ENSMUSE00000961473,6,1,0,4,1,0,9,0,0,6,0,0,1,0,0,1,0,1,0,0,8,0,0
ENSMUSE00000961629,68,75,83,6,13,32,17,14,10,30,5,91,45,72,3,21,6,5,16,10,11,10,21
ENSMUSE00000962022,9,2,1,6,1,2,6,0,1,9,0,7,2,2,2,0,0,0,1,1,14,5,1
ENSMUSE00000962393,77,115,38,0,0,1,0,1,0,3,1,74,119,70,1,0,0,4,2,0,0,1,1
ENSMUSE00000962483,4,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,8,0,0
ENSMUSE00000962806,41,31,36,7,4,4,6,8,3,24,8,72,24,34,9,1,3,9,6,8,11,9,9
ENSMUSE00000962821,28,14,4,11,9,6,12,16,4,11,5,41,2,20,1,8,7,14,21,24,7,6,8
ENSMUSE00000962856,409,439,108,223,294,276,682,741,372,439,56,344,224,227,111,90,143,284,363,330,271,119,263
ENSMUSE00000962917,5,20,2,0,1,1,0,4,1,2,0,9,15,3,2,0,0,1,4,0,0,1,2
ENSMUSE00000964148,5,0,0,2,0,0,4,0,0,9,0,1,1,1,1,0,0,2,0,0,17,1,0
ENSMUSE00000964659,6,3,4,1,4,0,2,4,1,6,2,6,2,2,0,4,3,1,1,1,2,3,4
ENSMUSE00000965939,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1
ENSMUSE00000965997,18,4,10,2,5,3,7,8,6,9,2,21,1,11,3,1,0,4,7,9,1,4,5
ENSMUSE00000966092,19,9,4,16,12,7,22,9,3,15,13,14,7,18,6,8,10,6,4,0,15,7,7
ENSMUSE00000966123,14,7,15,4,11,7,11,12,4,9,3,10,9,5,5,2,10,7,13,14,11,3,5
ENSMUSE00000966174,33,36,43,35,57,33,34,49,28,42,6,29,28,36,47,29,30,20,32,38,45,36,61
ENSMUSE00000966587,20,5,1,6,5,6,12,2,7,24,2,23,3,11,11,5,2,21,9,12,23,3,0
ENSMUSE00000967146,2,2,0,0,0,1,4,0,0,8,1,5,0,1,0,0,0,2,0,0,12,0,0
ENSMUSE00000967200,9,1,5,13,14,10,3,8,6,34,11,13,8,1,9,11,3,13,6,3,25,23,31
ENSMUSE00000968106,2,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,0,10,0,0
ENSMUSE00000968353,3,0,0,2,0,0,0,0,0,3,2,4,0,0,2,0,0,1,0,0,9,0,0
ENSMUSE00000968393,2,0,0,9,1,0,6,0,0,4,0,2,2,0,0,0,0,0,0,1,11,1,1
ENSMUSE00000969992,86,20,19,1,3,1,4,6,1,12,0,93,16,44,0,0,1,7,2,1,3,0,1
ENSMUSE00000972001,3,0,0,2,1,6,1,1,1,2,2,0,1,4,0,5,0,1,5,5,1,0,1
ENSMUSE00000972107,14,6,1,10,4,0,14,2,0,31,12,12,2,7,2,0,0,6,0,1,38,5,6
ENSMUSE00000972376,90,88,78,9,20,9,31,26,12,42,1,122,63,83,21,7,9,15,37,29,34,27,18
ENSMUSE00000972776,16,0,0,3,1,1,2,0,0,7,1,4,1,2,0,0,0,2,4,0,16,2,1
ENSMUSE00000974859,34,18,11,14,17,11,20,9,6,28,12,65,21,26,7,3,11,6,1,2,18,1,3
ENSMUSE00000975210,4,1,0,1,0,0,0,1,0,6,1,4,0,1,0,0,0,0,0,0,10,0,1
ENSMUSE00000975570,5,0,0,1,0,0,0,0,0,5,0,1,1,2,0,0,0,0,0,0,6,0,0
ENSMUSE00000975630,3,0,0,1,0,0,0,0,0,2,0,2,0,1,0,1,0,0,1,0,10,2,0
ENSMUSE00000975786,18,2,1,7,0,2,5,0,0,21,7,17,4,1,1,1,0,4,0,0,38,2,2
ENSMUSE00000976217,9,1,0,1,0,0,2,1,0,4,1,2,1,2,2,0,0,0,0,0,10,1,1
ENSMUSE00000976458,17,3,0,2,1,0,4,1,0,3,5,4,2,1,1,0,0,1,0,0,33,0,0
ENSMUSE00000976611,11,3,0,4,1,0,17,0,0,14,4,10,2,2,1,1,1,2,1,0,27,1,2
ENSMUSE00000976733,2,0,0,2,0,0,3,0,0,8,2,12,0,1,1,1,0,0,0,0,5,0,0
ENSMUSE00000977912,176,131,97,43,70,49,55,58,37,215,26,308,168,160,67,26,50,50,51,32,205,91,150
ENSMUSE00000978525,15,13,3,3,8,5,25,14,13,5,1,13,2,5,4,1,3,6,21,5,7,1,7
ENSMUSE00000979646,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
ENSMUSE00000979945,0,0,0,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSE00000980255,41,2,1,12,2,2,14,4,2,56,20,11,5,1,3,0,0,9,1,3,44,9,5
ENSMUSE00000980326,2,3,0,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,0,3,1,0
ENSMUSE00000980946,31,32,16,46,109,87,64,75,47,97,24,33,20,22,52,46,70,54,117,91,71,46,60
ENSMUSE00000981350,7,2,0,2,3,4,5,0,0,27,8,10,0,4,3,0,0,4,0,0,36,6,4
ENSMUSE00000981813,4,3,0,1,0,0,3,0,0,2,0,1,1,0,0,0,0,0,0,1,12,0,1
ENSMUSE00000984152,42,7,6,14,5,7,21,3,3,38,6,17,3,4,3,2,0,8,7,6,56,6,6
ENSMUSE00000985005,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0
ENSMUSE00000986166,1,1,1,2,0,2,4,1,0,12,4,4,0,0,0,0,0,0,0,1,17,0,0
ENSMUSE00000986920,2,1,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,1,0,0
ENSMUSE00000987136,117,68,42,25,38,17,66,64,19,70,8,211,47,63,19,3,13,40,54,31,70,21,47
ENSMUSE00000988338,5,2,2,1,1,1,0,0,0,11,1,1,1,0,0,2,3,0,1,1,4,2,2
ENSMUSE00000988385,15,3,4,5,1,0,12,0,0,28,5,3,1,7,1,0,0,2,0,0,48,1,6
ENSMUSE00000988510,49,6,10,27,99,52,43,72,47,99,7,46,8,23,27,31,22,68,117,103,67,43,43
ENSMUSE00000988799,5,1,0,3,3,0,2,2,1,5,0,5,1,3,3,0,2,4,0,9,8,1,4
ENSMUSE00000989049,11,4,1,1,0,4,6,1,0,5,2,5,1,4,0,1,2,3,2,1,2,2,1
ENSMUSE00000990999,4,4,2,1,0,1,5,16,2,11,0,10,0,2,1,1,2,12,15,9,2,2,0
ENSMUSE00000991363,17,7,0,1,1,0,7,1,0,26,5,9,5,3,6,1,0,6,1,0,27,1,0
ENSMUSE00000991474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00000992693,1,0,0,2,0,1,2,1,0,4,0,1,0,1,1,0,0,0,1,0,6,1,0
ENSMUSE00000993887,2,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,8,0,1
ENSMUSE00000994133,24,1,3,11,4,1,27,3,0,51,15,10,3,6,2,0,1,8,3,1,37,5,7
ENSMUSE00000994248,6,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,6,0,2
ENSMUSE00000994803,9,0,0,9,0,1,7,1,0,17,3,12,1,1,0,0,0,0,1,0,18,1,1
ENSMUSE00000996217,6,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,1,0,0,9,0,0
ENSMUSE00000996269,5,3,4,12,6,3,17,1,2,9,6,16,2,6,3,3,4,5,0,3,9,6,8
ENSMUSE00000997520,2,1,0,2,0,0,2,2,0,3,2,1,0,1,0,2,0,0,0,0,6,0,1
ENSMUSE00000998369,18,0,0,5,4,0,4,0,0,35,2,6,1,8,1,1,0,1,0,0,52,6,1
ENSMUSE00000998634,1,1,4,12,36,13,10,10,1,17,8,1,5,0,1,18,13,6,10,11,19,8,16
ENSMUSE00000999048,120,20,43,63,177,133,158,211,74,237,31,138,18,25,84,97,142,205,356,206,194,94,187
ENSMUSE00000999140,3,0,0,0,0,0,2,0,0,8,2,1,2,0,0,0,0,0,0,0,9,2,0
ENSMUSE00001000455,18,4,3,7,7,8,12,32,11,7,0,12,1,6,1,7,1,20,34,11,10,0,11
ENSMUSE00001000717,7,2,0,9,0,2,8,7,3,27,3,7,2,1,1,0,2,5,5,2,24,3,6
ENSMUSE00001000763,11,2,5,4,6,5,10,8,7,8,2,6,1,8,2,4,6,3,14,6,8,3,5
ENSMUSE00001002670,0,12,0,10,10,19,15,13,14,20,6,4,1,1,7,11,7,9,10,11,14,13,15
ENSMUSE00001002797,4,10,1,1,2,4,8,3,4,10,1,5,7,5,3,1,1,2,6,3,3,3,3
ENSMUSE00001002813,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,8,1,0
ENSMUSE00001003108,3,0,1,3,12,6,5,12,7,11,1,1,1,0,1,8,13,23,12,11,22,7,14
ENSMUSE00001004614,3609,1865,1744,106,48,64,2494,1497,1158,767,40,5611,963,1853,15,7,13,202,120,78,160,27,55
ENSMUSE00001004822,5,3,0,1,0,1,1,0,0,10,0,11,0,0,0,0,0,1,0,1,11,1,0
ENSMUSE00001005134,2,1,2,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,12,0,0
ENSMUSE00001005474,19,16,4,26,32,26,253,183,158,24,7,71,13,10,12,14,12,31,71,44,18,4,5
ENSMUSE00001006022,23,11,5,2,5,3,14,17,13,9,0,13,10,2,7,2,8,25,24,15,5,6,8
ENSMUSE00001006846,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,1,0
ENSMUSE00001006918,99,21,20,46,27,20,71,19,19,99,48,54,23,26,28,16,23,44,21,27,225,23,30
ENSMUSE00001007275,0,0,1,5,17,16,24,22,13,17,1,3,0,0,6,3,1,7,15,7,13,7,15
ENSMUSE00001007590,0,6,6,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
ENSMUSE00001007596,17,2,1,7,3,0,9,0,1,27,8,9,0,3,4,1,0,7,0,1,42,3,8
ENSMUSE00001007657,12,4,4,2,11,5,9,6,6,7,0,11,5,1,8,0,0,10,8,11,4,3,1
ENSMUSE00001007892,11,2,0,5,1,3,4,1,0,12,0,7,1,2,1,0,4,2,4,0,15,1,1
ENSMUSE00001007989,3,0,0,4,0,0,1,0,0,9,0,1,2,1,0,0,0,1,0,0,10,3,0
ENSMUSE00001008374,2,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,9,0,0
ENSMUSE00001008854,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
