# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_4_neg_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_4_srt_flt_neg_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_4_srt_flt_neg_srt.bam
Slc35g1	19	38395980	38405610	+	9631	211
Plce1	19	38481121	38785030	+	303910	105
Noc3l	19	38788128	38819237	-	31110	3
Tbc1d12	19	38836579	38919923	+	83345	363
Hells	19	38930915	38971051	+	40137	3332
Cyp2c55	19	39007019	39042693	+	35675	16
Cyp2c65	19	39061015	39093944	+	32930	5
Cyp2c66	19	39113898	39187072	+	73175	12
Cyp2c29	19	39269405	39330713	+	61309	1
Cyp2c38	19	39389556	39463075	-	73520	13
Cyp2c39	19	39510862	39568529	+	57668	3
Cyp2c67	19	39608842	39649051	-	40210	7
Cyp2c68	19	39688834	39741054	-	52221	11
Cyp2c40	19	39767071	39812814	-	45744	3
Cyp2c69	19	39842814	39886799	-	43986	2
Cyp2c37	19	39992424	40012243	+	19820	0
Cyp2c54	19	40037940	40073827	-	35888	6
Cyp2c50	19	40089688	40113950	+	24263	6
Cyp2c70	19	40153353	40187286	-	33934	3
Pdlim1	19	40221173	40271842	-	50670	5
Sorbs1	19	40294753	40513750	-	218998	20
Aldh18a1	19	40550257	40588463	-	38207	1
Tctn3	19	40596446	40612233	-	15788	1
Entpd1	19	40612397	40741602	+	129206	164
Cc2d2b	19	40748753	40827743	+	78991	17
Ccnj	19	40831279	40848572	+	17294	172
Zfp518a	19	40894705	40917947	+	23243	361
Blnk	19	40928927	40994535	-	65609	12
Dntt	19	41029275	41059525	+	30251	20
Opalin	19	41062473	41077113	-	14641	0
Tll2	19	41082753	41206835	-	124083	23
Tm9sf3	19	41210844	41263997	-	53154	7
Pik3ap1	19	41272377	41385096	-	112720	12
Lcor	19	41482637	41586536	+	103900	4815
Slit1	19	41600257	41743665	-	143409	28
Arhgap19	19	41766588	41802047	-	35460	4
Frat1	19	41829970	41832583	+	2614	14
Frat2	19	41845972	41848132	-	2161	0
Rrp12	19	41862851	41896173	-	33323	10
Pgam1	19	41911923	41918660	+	6738	371
Exosc1	19	41922292	41933423	-	11132	23
Zdhhc16	19	41933480	41944104	+	10625	206
Mms19	19	41941086	41981157	-	40072	105
Ubtd1	19	41981763	42034643	+	52881	451
Ankrd2	19	42036000	42045110	+	9111	4
Hoga1	19	42045792	42070953	+	25162	1
4933411K16Rik	19	42052248	42053627	+	1380	0
Morn4	19	42074942	42086357	-	11416	2
Pi4k2a	19	42090470	42122087	+	31618	475
Avpi1	19	42123273	42129059	-	5787	19
Marveld1	19	42147400	42151703	+	4304	41
Zfyve27	19	42170567	42194590	+	24024	619
Sfrp5	19	42197971	42202252	-	4282	4
Golga7b	19	42247574	42270348	+	22775	0
Crtac1	19	42268287	42431785	-	163499	19
R3hcc1l	19	42518759	42592343	+	73585	1675
Loxl4	19	42593982	42612813	-	18832	87
Pyroxd2	19	42725858	42752775	-	26918	0
Hps1	19	42755105	42779978	-	24874	3
Hpse2	19	42786539	43388355	-	601817	65
Cnnm1	19	43440436	43497210	+	56775	17
Got1	19	43499752	43524605	-	24854	0
Slc25a28	19	43663801	43674881	-	11081	1
Entpd7	19	43689672	43733697	+	44026	232
Cox15	19	43733254	43753000	-	19747	16
Cutc	19	43752996	43768638	+	15643	22
Abcc2	19	43782192	43840740	+	58549	4
Dnmbp	19	43846821	43940191	-	93371	16
Cpn1	19	43956307	43986556	-	30250	0
Cyp2c23	19	44005022	44029208	-	24187	1
Erlin1	19	44034944	44069785	-	34842	5
Chuk	19	44073335	44107480	-	34146	8
Cwf19l1	19	44108637	44135876	-	27240	16
Bloc1s2	19	44139246	44146446	-	7201	1
Pkd2l1	19	44147637	44192442	-	44806	25
Scd3	19	44203269	44244016	+	40748	13
Scd2	19	44293674	44306864	+	13191	4722
Scd4	19	44333092	44346743	+	13652	58
Scd1	19	44394455	44407879	-	13425	1
Wnt8b	19	44493472	44514273	+	20802	1
Sec31b	19	44516957	44545864	-	28908	1
Gm20538	19	44543722	44552831	-	9110	3
Ndufb8	19	44548572	44555440	-	6869	1
Hif1an	19	44562850	44576274	+	13425	340
Pax2	19	44756045	44837871	+	81827	8
Slf2	19	44931151	44983299	+	52149	1564
Sema4g	19	44989101	45003397	+	14297	36
Mrpl43	19	45004829	45006442	-	1614	1
Twnk	19	45005663	45012762	+	7100	104
Lzts2	19	45014414	45027111	+	12698	110
Pdzd7	19	45027490	45045717	-	18228	4
Sfxn3	19	45047503	45056383	+	8881	92
Kazald1	19	45075241	45079289	+	4049	4
Tlx1	19	45150680	45156943	+	6264	0
Lbx1	19	45232684	45235812	-	3129	1
Btrc	19	45363734	45530013	+	166280	1634
Poll	19	45552275	45560531	-	8257	0
Gm17018	19	45560615	45578287	+	17673	227
Fbxw4	19	45578254	45660312	-	82059	77
Fgf8	19	45736798	45742915	-	6118	0
Npm3	19	45747734	45749591	-	1858	0
Oga	19	45750259	45783837	-	33579	6
Kcnip2	19	45791839	45816061	-	24223	3
Armh3	19	45817364	45998488	-	181125	24
Hps6	19	46003508	46006173	+	2666	19
Ldb1	19	46031570	46045214	-	13645	0
Pprc1	19	46056539	46072915	+	16377	1120
Nolc1	19	46075863	46085530	+	9668	528
Elovl3	19	46131897	46135694	+	3798	1
Pitx3	19	46135685	46148326	-	12642	5
Gbf1	19	46152509	46286510	+	134002	2782
Nfkb2	19	46304320	46312385	+	8066	433
Psd	19	46312087	46327156	-	15070	188
Fbxl15	19	46328184	46330446	+	2263	9
Cuedc2	19	46329812	46338702	-	8891	17
Mfsd13a	19	46341121	46375252	+	34132	305
2310034G01Rik	19	46348201	46350302	-	2102	7
Actr1a	19	46376811	46395747	-	18937	14
Sufu	19	46396896	46488804	+	91909	1361
Trim8	19	46501702	46516848	+	15147	472
Arl3	19	46531096	46573198	-	42103	10
Sfxn2	19	46573365	46598066	+	24702	224
Wbp1l	19	46599084	46657389	+	58306	1571
Cyp17a1	19	46667165	46673172	-	6008	2
Borcs7	19	46689906	46703382	+	13477	100
As3mt	19	46707458	46741099	+	33642	162
Cnnm2	19	46761596	46880192	+	118597	630
Nt5c2	19	46883317	47015153	-	131837	23
Ina	19	47014698	47025327	+	10630	4
Pcgf6	19	47033617	47050906	-	17290	5
Taf5	19	47067746	47083479	+	15734	240
Atp5md	19	47083464	47090647	-	7184	16
Pdcd11	19	47090768	47131865	+	41098	1325
Calhm2	19	47105353	47138294	-	32942	928
Calhm1	19	47140909	47144254	-	3346	0
Calhm3	19	47151609	47157764	-	6156	1
Neurl1a	19	47178820	47259441	+	80622	22
Sh3pxd2a	19	47260174	47464401	-	204228	23
Stn1	19	47501033	47537507	-	36475	14
Slk	19	47579678	47645246	+	65569	1691
Col17a1	19	47646344	47692094	-	45751	49
Sfr1	19	47731682	47735588	+	3907	55
Cfap43	19	47736857	47837382	-	100526	69
Gsto1	19	47854970	47864790	+	9821	45
Gsto2	19	47865534	47886324	+	20791	8
Itprip	19	47894602	47919299	-	24698	5
Cfap58	19	47937675	48035387	+	97713	11
Sorcs3	19	48206025	48805505	+	599481	50
Sorcs1	19	50143299	50678646	-	535348	58
Ins1	19	52264297	52265476	+	1180	0
Xpnpep1	19	52931926	53040214	-	108289	22
Add3	19	53140443	53247399	+	106957	2646
Mxi1	19	53310518	53375810	+	65293	1982
Gm10197	19	53371566	53371766	-	201	12
Smndc1	19	53379390	53390578	-	11189	53
Dusp5	19	53529109	53542431	+	13323	433
Nutf2	19	53588168	105879330	-	52291163	25413
Smc3	19	53600398	53645833	+	45436	1677
Rbm20	19	53677306	53867080	+	189775	42
Pdcd4	19	53892231	53929860	+	37630	1214
Bbip1	19	53929861	53944627	-	14767	168
Shoc2	19	53944306	54033133	+	88828	2640
Adra2a	19	54044151	54048982	+	4832	5
Gpam	19	55067268	55127238	-	59971	5
Tectb	19	55180733	55196313	+	15581	5
Gucy2g	19	55198099	55241236	-	43138	4
Acsl5	19	55251938	55297720	+	45783	1959
Zdhhc6	19	55271291	55316032	-	44742	1123
Vti1a	19	55316295	55627309	+	311015	8997
Tcf7l2	19	55741820	55933654	+	191835	89
Habp2	19	56287137	56320822	+	33686	5
Nrap	19	56320035	56390037	-	70003	2
Casp7	19	56397129	56442344	+	45216	260
Plekhs1	19	56461640	56486725	+	25086	1
Dclre1a	19	56529167	56548222	-	19056	1
Nhlrc2	19	56548261	56603503	+	55243	1352
Adrb1	19	56722199	56725150	+	2952	0
Ccdc186	19	56787481	56822190	-	34710	3
Tdrd1	19	56826209	56870012	+	43804	1
Vwa2	19	56874249	56912078	+	37830	5
Afap1l2	19	56912361	57008228	-	95868	9
Ablim1	19	57032733	57314911	-	282179	45
Fam160b1	19	57360680	57389586	+	28907	653
Trub1	19	57452912	57491005	+	38094	460
Atrnl1	19	57611034	58133343	+	522310	3242
Gfra1	19	58235604	58455909	-	220306	18
Ccdc172	19	58511993	58553085	+	41093	3
Pnlip	19	58670365	58681788	+	11424	0
Pnliprp1	19	58728887	58744169	+	15283	4
Pnliprp2	19	58759719	58777534	+	17816	0
1700019N19Rik	19	58785803	58794461	-	8659	2
Hspa12a	19	58795750	58943654	-	147905	11
Eno4	19	58943425	58971421	+	27997	4
Shtn1	19	58973356	59076100	-	102745	5
Vax1	19	59166187	59170056	-	3870	0
Kcnk18	19	59219214	59237374	+	18161	7
Slc18a2	19	59260896	59296012	+	35117	4
Pdzd8	19	59297178	59345780	-	48603	90
Emx2	19	59458372	59465357	+	6986	0
Rab11fip2	19	59902884	59943654	-	40771	8
Fam204a	19	60198586	60226701	-	28116	3
Prlhr	19	60466732	60468304	-	1573	0
Cacul1	19	60524696	60581025	-	56330	13
Nanos1	19	60755987	60759914	+	3928	9
Eif3a	19	60761117	60790643	-	29527	12
Fam45a	19	60811585	60836227	+	24643	238
Sfxn4	19	60837277	60861479	-	24203	26
Prdx3	19	60864051	60874556	-	10506	3
Grk5	19	60889749	61095968	+	206220	925
Zfp950	19	61053840	61140840	-	87001	185
Gm7102	19	61174686	61176309	-	1624	2
Gm6020	19	61183890	61183955	+	66	1
Csf2ra	19	61224402	61228418	-	4017	2
Gm21060	19	61296902	61297069	-	168	0
Fam171a1	2	3114224	3227806	+	113583	32
Nmt2	2	3284212	3328877	+	44666	1424
Rpp38	2	3328949	3332643	-	3695	19
Acbd7	2	3336168	3340993	+	4826	2
Olah	2	3341982	3397210	-	55229	4
Meig1	2	3409043	3422648	-	13606	0
Dclre1c	2	3424131	3464130	+	40000	678
Suv39h2	2	3455815	3475031	-	19217	171
Hspa14	2	3488850	3512814	-	23965	4
Gm45902	2	3504527	3512790	-	8264	2
Cdnf	2	3513065	3526376	+	13312	12
Fam107b	2	3570488	3782142	+	211655	12927
Frmd4a	2	4017744	4614043	+	596300	142
Prpf18	2	4622058	4652113	-	30056	5
Bend7	2	4717831	4800925	+	83095	11
Sephs1	2	4881564	4910557	+	28994	715
Phyh	2	4919019	4938730	+	19712	16
Ucma	2	4976122	4985748	+	9627	1
Mcm10	2	4989714	5012791	-	23078	6
Optn	2	5020642	5064045	-	43404	4
Ccdc3	2	5137776	5230878	+	93103	6
Camk1d	2	5293457	5714515	-	421059	76
Cdc123	2	5794294	5845164	-	50871	12
Nudt5	2	5845019	5871895	+	26877	661
Gm13199	2	5862081	5862923	-	843	39
Sec61a2	2	5870987	5895432	-	24446	47
Dhtkd1	2	5896115	5942792	-	46678	4
Upf2	2	5951469	6056703	+	105235	2022
Proser2	2	6097607	6130211	-	32605	2
Echdc3	2	6188465	6213033	-	24569	3
AL845275.1	2	6322263	6323080	-	818	0
Usp6nl	2	6322667	6446390	+	123724	1785
Celf2	2	6539694	7396198	-	856505	137
Gata3	2	9857078	9890034	-	32957	8
4930412O13Rik	2	9881252	9883921	+	2670	0
9230102O04Rik	2	9883042	9883993	-	952	0
Taf3	2	9914552	10048596	-	134045	22
Atp5c1	2	10056016	10080510	-	24495	9
Kin	2	10080624	10092806	+	12183	185
Itih2	2	10094593	10131396	-	36804	19
Itih5	2	10153571	10256529	+	102959	873
Sfmbt2	2	10370510	10595253	+	224744	885
Prkcq	2	11172108	11301222	+	129115	7855
Pfkfb3	2	11471433	11554077	-	82645	69
Rbm17	2	11585437	11604153	-	18717	0
Gm17490	2	11625606	11626264	-	659	6
Il2ra	2	11642807	11693193	+	50387	32873
Il15ra	2	11705290	11734317	+	29028	504
Fbh1	2	11742575	11777582	-	35008	19
Ankrd16	2	11777876	11790325	+	12450	230
Itga8	2	12106632	12301922	-	195291	18
Mindy3	2	12347263	12419470	-	72208	12
Pter	2	12924041	13003455	+	79415	278
C1ql3	2	13003457	13011806	-	8350	5
Rsu1	2	13076821	13271415	-	194595	28
Cubn	2	13276338	13491813	-	215476	44
Trdmt1	2	13509014	13544668	-	35655	4
Vim	2	13573927	13582826	+	8900	748
St8sia6	2	13651021	13794064	-	143044	24
Hacd1	2	13850282	14056135	-	205854	30
Stam	2	14074098	14149634	+	75537	1252
Tmem236	2	14174523	14221993	+	47471	23
Mrc1	2	14229392	14332057	+	102666	16
Slc39a12	2	14388316	14494977	+	106662	9
Cacnb2	2	14604306	14987908	+	383603	92
Nsun6	2	14995131	15054884	-	59754	4
Arl5b	2	15049395	15082456	+	33062	683
Malrd1	2	15526479	16255555	+	729077	102
Plxdc2	2	16356304	16755839	+	399536	1981
Nebl	2	17343909	17731043	-	387135	40
H2al2a	2	17996417	17996958	-	542	0
A930004D18Rik	2	18025193	18037737	-	12545	9
Skida1	2	18044083	18049051	-	4969	0
Mllt10	2	18055237	18212388	+	157152	10587
Dnajc1	2	18195654	18392830	-	197177	846
Commd3	2	18672384	18676231	+	3848	90
Bmi1	2	18677018	18686629	+	9612	120
Spag6	2	18699023	18750413	+	51391	13
Carlr	2	18799245	18801818	-	2574	1
Pip4k2a	2	18842255	18998126	-	155872	24
Armc3	2	19199302	19310241	+	110940	19
Msrb2	2	19371636	19394976	+	23341	65
Ptf1a	2	19445663	19447501	+	1839	0
4921504E06Rik	2	19462837	19553914	-	91078	20
Otud1	2	19657752	19660583	+	2832	7
Etl4	2	19909780	20810713	+	900934	132
Arhgap21	2	20847919	20968881	-	120963	462
Enkur	2	21180731	21205365	-	24635	1
Thnsl1	2	21205724	21215009	+	9286	41
Gpr158	2	21367542	21830547	+	463006	50
Myo3a	2	22227503	22618252	+	390750	118
Gad2	2	22622205	22693874	+	71670	11
Apbb1ip	2	22774094	22875653	+	101560	3545
Pdss1	2	22895522	22940266	+	44745	1811
Abi1	2	22940073	23040241	-	100169	85
Acbd5	2	23068167	23115558	+	47392	1037
Mastl	2	23115606	23156024	-	40419	104
Yme1l1	2	23156369	23199260	+	42892	1482
Potegl	2	23207476	23267129	+	59654	84
Nxph2	2	23321246	23401973	+	80728	11
Spopl	2	23506220	23572106	-	65887	38
Hnmt	2	24002910	24049394	-	46485	1
Tbpl2	2	24071721	24096595	-	24875	5
Il1f8	2	24153161	24160519	+	7359	0
Il1f9	2	24186476	24193568	+	7093	1
Il1f6	2	24215418	24225702	+	10285	1
Il1f5	2	24276954	24283426	+	6473	0
Il1f10	2	24291196	24293820	+	2625	0
Il1rn	2	24336853	24351494	+	14642	1
Psd4	2	24367580	24414954	+	47375	2910
Pax8	2	24420560	24475599	-	55040	16
Cacna1b	2	24603887	24763152	-	159266	26
Ehmt1	2	24789928	24919614	-	129687	14
Arrdc1	2	24925352	24935252	-	9901	3
Zmynd19	2	24949792	24962075	+	12284	327
Dph7	2	24962400	24972163	+	9764	153
Mrpl41	2	24974117	24975098	-	982	3
Pnpla7	2	24976033	25054057	+	78025	603
Nsmf	2	25054355	25062881	+	8527	92
Entpd8	2	25080322	25085716	+	5395	2
Noxa1	2	25085667	25095149	-	9483	1
Nrarp	2	25180758	25183339	+	2582	6
Tor4a	2	25192966	25196886	-	3921	12
Nelfb	2	25199712	25211489	-	11778	5
Stpg3	2	25212559	25214637	-	2079	2
Fam166a	2	25218745	25222280	+	3536	2
Tubb4b	2	25222160	25224702	-	2543	1
Slc34a3	2	25228898	25234364	-	5467	1
Rnf224	2	25234476	25236787	-	2312	0
Cysrt1	2	25238818	25242452	-	3635	5
Rnf208	2	25242929	25244262	+	1334	9
Ndor1	2	25244819	25256022	-	11204	18
Tmem203	2	25255439	25256292	+	854	20
Tprn	2	25262618	25269885	+	7268	72
Ssna1	2	25271039	25272416	-	1378	6
Anapc2	2	25272478	25285915	+	13438	444
Tmem210	2	25288145	25289187	+	1043	0
Lrrc26	2	25289915	25291180	+	1266	1
Grin1	2	25291181	25319187	-	28007	6
Man1b1	2	25332338	25352212	+	19875	408
Dpp7	2	25352290	25356359	-	4070	14
Uap1l1	2	25359889	25365682	-	5794	3
Sapcd2	2	25372321	25378213	+	5893	158
Entpd2	2	25395874	25401321	+	5448	5
Npdc1	2	25403071	25409494	+	6424	6
Fut7	2	25423267	25426374	+	3108	15
Abca2	2	25428703	25448540	+	19838	1345
Clic3	2	25456838	25458776	+	1939	0
Paxx	2	25459482	25461094	-	1613	0
Ptgds	2	25466709	25470046	-	3338	0
Lcn12	2	25490845	25493911	-	3067	1
C8g	2	25498651	25501719	-	3069	37
Fbxw5	2	25500750	25505471	+	4722	149
Traf2	2	25517982	25546940	-	28959	12
Edf1	2	25557847	25562082	+	4236	81
Mamdc4	2	25563115	25571358	-	8244	70
Phpt1	2	25573430	25575224	-	1795	1
Ajm1	2	25575416	25581757	-	6342	39
Rabl6	2	25583018	25608521	-	25504	37
Ccdc183	2	25608635	25617678	-	9044	27
Tmem141	2	25620067	25622005	-	1939	4
Fcna	2	25624666	25628030	-	3365	2
Lcn8	2	25653120	25656217	+	3098	1
Lcn5	2	25657952	25661977	+	4026	0
Lcn6	2	25676786	25681608	+	4823	0
Lcn10	2	25682726	25686081	+	3356	0
Obp2a	2	25700043	25703326	+	3284	0
Bmyc	2	25706739	25707721	+	983	5
Obp2b	2	25737009	25740097	+	3089	0
Lcn3	2	25765569	25768099	+	2531	1
Lcn11	2	25777017	25780279	+	3263	1
Gm13539	2	25782257	25786623	+	4367	1
Glt6d1	2	25793859	25815848	-	21990	10
Lcn9	2	25823153	25825537	+	2385	0
Sohlh1	2	25842995	25847248	-	4254	1
Kcnt1	2	25863734	25918273	+	54540	2
Camsap1	2	25926838	25983282	-	56445	6
Ubac1	2	25998543	26021747	-	23205	1
Nacc2	2	26055535	26122818	-	67284	10
Tmem250	2	26136814	26140521	-	3708	2
Lhx3	2	26200212	26208289	-	8078	0
Qsox2	2	26208637	26237525	-	28889	6
Ccdc187	2	26243469	26294557	-	51089	7
Gpsm1	2	26315515	26348237	+	32723	264
Dnlz	2	26348121	26352110	-	3990	3
Card9	2	26352176	26360918	-	8743	15
Snapc4	2	26362765	26380653	-	17889	8
Entr1	2	26382802	26389316	-	6515	26
Pmpca	2	26389339	26397122	+	7784	357
Inpp5e	2	26396249	26409200	-	12952	186
Sec16a	2	26409431	26445216	-	35786	6
Notch1	2	26457903	26516663	-	58761	18
Egfl7	2	26580014	26593120	+	13107	18
Gm20532	2	26586639	26635634	+	48996	66
Agpat2	2	26593057	26604332	-	11276	5
Dipk1b	2	26628457	26636497	+	8041	41
Lcn4	2	26667674	26671282	-	3609	3
Abo	2	26842503	26864979	-	22477	5
Surf6	2	26890435	26902879	-	12445	2
Med22	2	26905262	26910677	-	5416	4
Rpl7a	2	26910764	26913318	+	2555	325
Surf1	2	26913383	26916530	-	3148	44
Surf2	2	26916367	26920183	+	3817	102
Surf4	2	26920040	26933928	-	13889	28
Stkld1	2	26934047	26953496	+	19450	4
Rexo4	2	26953563	26964386	-	10824	3
Adamts13	2	26973416	27009628	+	36213	12
Cacfd1	2	27009926	27021089	+	11164	207
Slc2a6	2	27021363	27027998	-	6636	23
Gm13398	2	27037285	27040853	+	3569	3
Mymk	2	27061636	27072179	-	10544	1
Adamtsl2	2	27079379	27108981	+	29603	6
Fam163b	2	27110380	27142491	-	32112	1
Dbh	2	27165233	27183200	+	17968	2
Sardh	2	27188393	27248337	-	59945	2
Vav2	2	27262104	27427033	-	164930	15
Brd3os	2	27442324	27444221	+	1898	1
Brd3	2	27445579	27507662	-	62084	10
Wdr5	2	27515157	27536535	+	21379	541
Rxra	2	27676440	27762957	+	86518	431
Col5a1	2	27886425	28039514	+	153090	27
Fcnb	2	28076378	28084885	-	8508	0
Olfm1	2	28192992	28230736	+	37745	3
Ppp1r26	2	28447941	28455508	+	7568	2
1700007K13Rik	2	28462001	28466332	-	4332	0
Mrps2	2	28468066	28471178	+	3113	78
Gbgt1	2	28496891	28505415	+	8525	3
Ralgds	2	28513125	28553081	+	39957	401
Cel	2	28555795	28563362	-	7568	1
Gtf3c5	2	28566311	28583279	-	16969	1
Gfi1b	2	28609450	28621982	-	12533	1
Tsc1	2	28641228	28691167	+	49940	750
Spaca9	2	28692080	28699683	-	7604	9
Ak8	2	28700164	28813165	+	113002	24
Gtf3c4	2	28822299	28840360	-	18062	1
Ddx31	2	28840459	28905571	+	65113	1294
Barhl1	2	28907679	28916668	-	8990	47
Cfap77	2	28926949	29055066	-	128118	41
Ttf1	2	29060262	29087656	+	27395	503
Setx	2	29124181	29182471	+	58291	2983
Ntng2	2	29194541	29253005	-	58465	12
Med27	2	29346819	29524793	+	177975	2960
Rapgef1	2	29619720	29740978	+	121259	6291
Gm13420	2	29744919	29751685	-	6767	12
Trub2	2	29761224	29788502	-	27279	6
Gm13547	2	29761528	29764089	+	2562	1
Coq4	2	29787493	29797935	+	10443	66
Slc27a4	2	29802634	29817522	+	14889	123
Urm1	2	29827342	29845002	+	17661	259
Cercam	2	29869164	29882840	+	13677	146
Odf2	2	29889221	29931746	+	42526	1774
Gle1	2	29935426	29960371	+	24946	433
Sptan1	2	29965560	30031451	+	65892	2347
Wdr34	2	30031546	30048881	-	17336	12
Set	2	30057378	30072577	+	15200	718
Pkn3	2	30077684	30091019	+	13336	110
Zdhhc12	2	30090944	30093648	-	2705	11
Zer1	2	30097283	30124582	-	27300	5
Tbc1d13	2	30133746	30152013	+	18268	285
Endog	2	30171493	30174069	+	2577	25
Spout1	2	30173471	30178450	-	4980	20
Kyat1	2	30185124	30205847	-	20724	4
Lrrc8a	2	30237715	30263790	+	26076	452
Gm28035	2	30240567	30282148	+	41582	603
Phyhd1	2	30266203	30282149	+	15947	133
Gm28038	2	30281043	30301078	+	20036	335
Dolk	2	30284231	30286334	-	2104	2
Nup188	2	30286397	30344266	+	57870	1576
Sh3glb2	2	30344809	30359332	-	14524	51
Miga2	2	30364233	30385521	+	21289	243
Dolpp1	2	30392254	30400529	+	8276	102
Crat	2	30400471	30415813	-	15343	28
Ptpa	2	30416039	30447806	+	31768	1437
Ier5l	2	30471537	30474219	-	2683	1
Cstad	2	30595040	30608943	+	13904	66
1700001O22Rik	2	30795301	30801707	-	6407	0
Ntmt1	2	30807826	30823033	+	15208	477
Asb6	2	30823097	30830333	-	7237	53
Prrx2	2	30834972	30881251	+	46280	8
Ptges	2	30889471	30903297	-	13827	1
Tor1b	2	30952959	30959015	+	6057	130
Tor1a	2	30960627	30967933	-	7307	10
BC005624	2	30972177	30981941	-	9765	1
Usp20	2	30982279	31023586	+	41308	325
Fnbp1	2	31026206	31142008	-	115803	26
Gpr107	2	31152316	31218775	+	66460	1304
Ncs1	2	31245823	31295989	+	50167	205
Hmcn2	2	31314415	31460738	+	146324	21
Ass1	2	31470207	31520672	+	50466	247
Fubp3	2	31572651	31617526	+	44876	974
Prdm12	2	31640037	31655795	+	15759	0
Exosc2	2	31670715	31681349	+	10635	472
Abl1	2	31688551	31804227	+	115677	2359
AL929275.1	2	31689118	31689216	+	99	18
Qrfp	2	31806166	31810580	-	4415	20
Fibcd1	2	31813290	31846005	-	32716	5
Lamc3	2	31887291	31946539	+	59249	5
Aif1l	2	31950139	31973442	+	23304	4
Nup214	2	31974436	32053975	+	79540	1981
Fam78a	2	32050055	32084669	-	34615	85
Plpp7	2	32095528	32110820	+	15293	6
Prrc2b	2	32151082	32234537	+	83456	5705
Pomt1	2	32236590	32255005	+	18416	268
Uck1	2	32255002	32260159	-	5158	2
Swi5	2	32278816	32288075	-	9260	3
Golga2	2	32287384	32307921	+	20538	333
Dnm1	2	32308471	32353338	-	44868	6
Ciz1	2	32352327	32380226	+	27900	576
1110008P14Rik	2	32377097	32381938	-	4842	53
Lcn2	2	32384633	32388252	-	3620	1
Ptges2	2	32395896	32405772	+	9877	43
Slc25a25	2	32414487	32451445	-	36959	2
Naif1	2	32450457	32456953	+	6497	9
Fam102a	2	32535333	32569756	+	34424	1668
Dpm2	2	32570858	32573579	+	2722	71
Pip5kl1	2	32575718	32583782	+	8065	11
St6galnac4	2	32587095	32599698	+	12604	556
St6galnac6	2	32599709	32620806	+	21098	231
Ak1	2	32621758	32635058	+	13301	3
Eng	2	32646595	32682669	+	36075	233
Fpgs	2	32682609	32704145	-	21537	6
Cdk9	2	32707438	32713076	-	5639	2
Sh2d3c	2	32721055	32755512	+	34458	960
6330409D20Rik	2	32732620	32741016	-	8397	254
Ttc16	2	32757026	32775633	-	18608	48
Tor2a	2	32757234	32762244	+	5011	40
Ptrh1	2	32775786	32777597	+	1812	13
Cfap157	2	32777381	32784428	-	7048	35
Stxbp1	2	32787602	32847245	-	59644	21
Fam129b	2	32876114	32925254	+	49141	44
Lrsam1	2	32925216	32961614	-	36399	6
Rpl12	2	32961559	32964496	+	2938	485
Slc2a8	2	32972990	32982082	-	9093	10
Garnl3	2	32986224	33131654	-	145431	14
Ralgps1	2	33133417	33371486	-	238070	73
Angptl2	2	33216069	33247717	+	31649	43
Zbtb34	2	33406108	33431324	-	25217	5
Zbtb43	2	33450287	33468559	-	18273	4
Lmx1b	2	33560965	33640608	-	79644	7
Mvb12b	2	33729953	33887946	-	157994	10
Pbx3	2	34171457	34373142	-	201686	17
Mapkap1	2	34406771	34624950	+	218180	3068
Gapvd1	2	34674594	34755232	-	80639	20
Hspa5	2	34771970	34777547	+	5578	1279
Rabepk	2	34777556	34799912	-	22357	71
Fbxw2	2	34805178	34826235	-	21058	286
Gm34653	2	34833007	34839728	+	6722	3
Psmd5	2	34849734	34870962	-	21229	8
Cutal	2	34874396	34892132	+	17737	3
Phf19	2	34893757	34914017	-	20261	6
Traf1	2	34941750	34961772	-	20023	8
Hc	2	34983331	35061438	-	78108	15
AI182371	2	35081861	35100689	-	18829	2
Cntrl	2	35109492	35178822	+	69331	2751
Rab14	2	35180205	35201120	-	20916	64
Gsn	2	35256380	35307892	+	51513	157
Stom	2	35313986	35336976	-	22991	2
4930568D16Rik	2	35354218	35367729	-	13512	3
4930402F06Rik	2	35375562	35397175	-	21614	9
Ggta1	2	35400179	35461449	-	61271	10
Dab2ip	2	35558266	35730994	+	172729	206
Ttll11	2	35751241	35979766	-	228526	20
Ndufa8	2	36036326	36049406	-	13081	1
Morn5	2	36049458	36079718	+	30261	2
Lhx6	2	36081953	36105408	-	23456	2
Rbm18	2	36116079	36136773	-	20695	5
Mrrf	2	36136389	36190647	+	54259	453
Ptgs1	2	36230426	36252272	+	21847	2
Olfr335	2	36301541	36302479	+	939	0
Olfr338	2	36373519	36382433	+	8915	1
Olfr339	2	36418947	36426123	+	7177	1
Olfr340	2	36452587	36453525	+	939	0
Olfr341	2	36473721	36482468	-	8748	0
Olfr342	2	36524998	36530790	+	5793	1
Olfr344	2	36566662	36576178	+	9517	3
